1.0,0.9750233888626099,morph
1.0,0.9643356204032898,morph
1.0,0.6347776055335999,morph
1.0,0.2472894787788391,morph
1.0,0.0005405101110227406,morph
1.0,0.0012006916804239154,morph
1.0,3.945380376535468e-05,morph
1.0,4.035817619296722e-05,morph
1.0,0.00021289587311912328,morph
1.0,0.00024067109916359186,morph
1.0,0.0003319226379971951,morph
1.0,0.00028283652500249445,morph
1.0,6.692329770885408e-05,morph
1.0,5.333428271114826e-05,morph
1.0,0.022008907049894333,morph
1.0,0.03918749839067459,morph
1.0,0.006801533978432417,morph
1.0,0.012019637040793896,morph
1.0,0.00018375026411376894,morph
1.0,0.00012682628585025668,morph
1.0,0.00036145292688161135,morph
1.0,0.0003498762962408364,morph
1.0,7.388049561996013e-05,morph
1.0,8.125055319396779e-05,morph
1.0,0.8997816443443298,morph
1.0,0.7901114225387573,morph
1.0,0.0880783423781395,morph
1.0,0.06260590255260468,morph
1.0,0.0003343035059515387,morph
1.0,0.00022913537395652384,morph
1.0,0.005236784927546978,morph
1.0,0.003848886815831065,morph
1.0,0.605283260345459,morph
1.0,0.512248694896698,morph
1.0,0.002660159720107913,morph
1.0,0.0010254480876028538,morph
1.0,0.0005578114069066942,morph
1.0,0.0005772892036475241,morph
1.0,3.119742177659646e-05,morph
1.0,4.192862252239138e-05,morph
1.0,8.008153963601217e-05,morph
1.0,8.147968765115365e-05,morph
1.0,0.00028641318203881383,morph
1.0,0.00048183242324739695,morph
1.0,0.006216805428266525,morph
1.0,0.0036252918653190136,morph
1.0,8.791961590759456e-05,morph
1.0,6.343431596178561e-05,morph
1.0,0.0007115479093044996,morph
1.0,0.0014013160252943635,morph
1.0,0.00019659202371258289,morph
1.0,0.00017342592764180154,morph
1.0,9.156808664556593e-05,morph
1.0,7.302947778953239e-05,morph
1.0,4.762729076901451e-05,morph
1.0,6.215264147613198e-05,morph
1.0,0.9939818978309631,morph
1.0,0.9718185067176819,morph
1.0,0.9821513891220093,morph
1.0,0.997758150100708,morph
1.0,0.0001637956011109054,morph
1.0,0.0002221453469246626,morph
1.0,0.0001619128161109984,morph
1.0,0.00021315870981197804,morph
1.0,0.00012312925537116826,morph
1.0,0.00018562513287179172,morph
1.0,0.00017822517838794738,morph
1.0,0.00017459125956520438,morph
1.0,0.00013327102351468056,morph
1.0,0.00021185775403864682,morph
1.0,0.007084744982421398,morph
1.0,0.0019326119218021631,morph
1.0,0.9462971091270447,morph
1.0,0.9259225130081177,morph
1.0,0.7121488451957703,morph
1.0,0.25487709045410156,morph
1.0,0.0007805046625435352,morph
1.0,0.0006061012973077595,morph
1.0,0.01146876160055399,morph
1.0,0.0072487578727304935,morph
1.0,0.0004389535170048475,morph
1.0,0.0006558204186148942,morph
1.0,2.611135641927831e-05,morph
1.0,2.5074494260479696e-05,morph
1.0,3.985875810030848e-05,morph
1.0,3.8768826925661415e-05,morph
1.0,0.0038908247370272875,morph
1.0,0.005163907539099455,morph
1.0,1.9403105397941545e-05,morph
1.0,1.9855711798300035e-05,morph
1.0,0.1915711909532547,morph
1.0,0.4824504256248474,morph
1.0,0.00319600198417902,morph
1.0,0.0012984548229724169,morph
1.0,4.36598711530678e-05,morph
1.0,3.834535164060071e-05,morph
1.0,0.0007810771348886192,morph
1.0,0.0005023470730520785,morph
1.0,0.00020884149125777185,morph
1.0,9.196739847538993e-05,morph
1.0,2.9013333914917894e-05,morph
1.0,3.244660183554515e-05,morph
1.0,0.004509144462645054,morph
1.0,0.0014837832422927022,morph
1.0,1.9195664208382368e-05,morph
1.0,1.8244292732561007e-05,morph
1.0,0.00021280512737575918,morph
1.0,0.0007932947482913733,morph
1.0,0.0010331636294722557,morph
1.0,0.0009941230528056622,morph
1.0,0.00019071050337515771,morph
1.0,0.00023800032795406878,morph
1.0,0.003098744433373213,morph
1.0,0.0009409034391865134,morph
1.0,9.014292299980298e-05,morph
1.0,0.0001398648164467886,morph
1.0,9.797616075957194e-05,morph
1.0,0.00011258263111812994,morph
